
                           PyRate - 20170222

           Bayesian estimation of speciation and extinction
                  rates from fossil occurrence data        

               Daniele Silvestro, Jan Schnitzler et al.
                        pyrate.help@gmail.com




The analysis includes 3215 species (0 were excluded)
Using Gamma priors on the birth-death rates (G_l[1.1,1.1], G_m[1.1,1.1]).


DATA SUMMARY

3215 species included in the data set
2580 species have a single occurrence, 44 species are extant
4828 fossil occurrences (1 replicates), ranging from 307.605 (+/- 0.0) to 0.001 (+/- 0.0) Ma

Taxon	FA	LA
Protodoris_minusculus	51.28	51.28	
Protoliarus_amabilis	48.281	48.281	
Protoliarus_humatus	46.929	46.929	
Protomenocria_notata	37.782	36.75	
Protopincombea_obscura	252.262	252.262	
Protopsyllidiidae	276.933	231.463	
Protopsyllidium_australe	253.47	252.218	
Protopsyllidium_latipenne	252.497	252.497	
Protopsyllidium_lynae	252.523	252.523	
Protopsyllidium_setosum	253.963	253.963	
Protopsyllidium_sinuatum	253.987	253.585	
Protorthezia_aurea	36.147	36.147	
Protoscena_baltica	36.825	36.825	
Proxylastodoris_gerdae	37.027	34.113	
Psallops_bitterfeldi	36.081	36.081	
Psallops_eocenicus	34.959	34.959	
Psallops_popovi	16.094	16.094	
Psestocixius_delphax	115.072	115.072	
Psestocixius_fuscus	122.307	122.307	
Pseudambria_longirostris	76.315	76.315	
Pseudamphorophora_araneiformis	34.137	34.137	
Pseudamphorophora_succini	35.889	35.889	
Pseudipsvicia_ala	210.822	210.822	
Pseudodasynus_nativus	14.016	14.016	
Pseudonerthra_gigantea	115.19	115.19	
Pseudopalomena_incerta	3.084	3.084	
Pseudophana_amatoria	11.773	11.773	
Pseudoweitschatus_audebertis	97.907	97.907	
Psocoscytina_bifida	253.321	253.321	
Psycheona_striata	35.417	35.417	
Psycheona_variegata	37.572	37.572	
Psychrocoris_cuneifera	182.581	182.581	
Psylla	15.929	15.75	
Psylla_abdominalis	12.353	12.353	extant
Psylla_abietis	15.571	12.026	extant
Psylla_cotoneasteris	15.864	12.867	extant
Psylla_klapaleki	12.567	12.567	extant
Psylla_moscovita	14.278	14.189	extant
Psylla_praevia	15.556	15.556	extant
Psylla_propinqua	15.607	13.303	extant
Psylla_pulchra	15.878	12.196	extant
Psylla_rhombifera	14.362	14.362	extant
Psylla_saliceti	15.17	11.981	extant
Psylla_sorbi	13.832	12.605	extant
Psylla_stavropolitana	15.216	14.657	
Psylla_ulmi	12.296	12.296	extant
Psylla_vasiljevi	13.29	13.29	extant
Psyllidae	144.706	0.018	
Psyllidella_insolita	253.71	253.71	
Psyllidella_magna	252.224	252.224	
Psyllinae	34.727	34.727	
Pterocimex_jacksoni	193.017	190.269	
Pterodictya_ephemera	6.299	6.299	extant
Pterotella_formosa	122.553	122.553	
Pterotella_shartegensis	147.168	147.168	
Ptomatosaiva_endea	15.227	15.227	
Ptychogroehnia_reducta	35.644	35.644	
Ptychoptilum_major	34.988	34.988	
Ptychoptilum_minor	36.996	36.996	
Ptyelus_marcatus	29.903	28.482	
Ptyelus_spumiferus	27.273	11.889	
Ptysmaphora_fletcheri	52.842	52.842	
Pumilanthocoris_gracilis	163.615	160.535	
Pumilanthocoris_obesus	163.624	160.818	
Purbecellus_psocus	142.179	141.687	
Pustulithoracalis_gloriosus	128.142	128.142	
Puto_trivenosus	34.921	34.921	
Pycanum_griseum	56.231	56.231	
Pycanum_vanvollenhoveni	57.959	57.959	
Pyrenicocephalus_jarzembowskii	49.73	49.73	
Pyrrhocoris_tibialis	25.73	25.73	
Qiyangiricania_cesta	181.672	181.672	
Quadrisbole_stenis	191.495	191.495	
Quadrisbole_vieta	208.314	208.314	
Quadrocoris_radius	125.597	125.597	
Quasicimex_eilapinastes	97.835	97.835	
Quatlocellus_liae	160.396	160.396	
Quilessa_stolida	15.235	15.235	
Quilnus_rectinotus	35.319	35.319	
Quisqueyaaphis_heiei	17.661	17.661	
Quizqueiplana_alexbrowni	14.695	14.695	
Raglius_austerus	26.856	26.856	
Raglius_decoratus	26.893	26.893	
Raglius_pulchellus	25.291	25.291	
Rallotopaphis_antennata	121.323	116.694	
Ranatra_brevicollis	0.004	0.004	extant
Ranatra_dormientis	14.884	12.444	
Ranatra_fusca	0.008	0.008	extant
Rasnitsynaphis_coniuncta	113.976	113.976	
Rasnitsynaphis_ennearticulata	118.988	118.988	
Rasnitsynaphis_quadrata	120.334	120.334	
Ratiticorixa_stenorhinchis	125.187	125.187	
Redubinotus_liedtkei	37.001	37.001	
Redubitus_centrocnemarius	35.138	35.138	
Reduviidae	66.753	7.242	
Reduvius_diatomus	14.027	13.194	
Reduvius_immitus	14.844	14.844	
Reduvius_nicus	14.835	14.835	
Reduvius_piceus	13.957	13.957	
Reduvius_shandongianus	14.63	14.63	
Reticulocicada_brachyptera	265.167	265.167	
Retinaphis_glandulosa	85.019	85.019	
Retinaphis_rasnitsyni	84.622	84.622	
Retrocizzia_andrianovae	12.058	12.058	
Reuteroscopus_carvalhoi	14.328	14.328	
Rhepocoris_macrescens	33.939	33.939	
Rhepocoris_minima	34.96	34.96	
Rhepocoris_praetectus	36.89	36.89	
Rhepocoris_praevalens	36.307	35.101	
Rhepocoris_propinquans	37.199	37.199	
Rhinocoris_michalki	23.249	23.249	
Rhinopsyllida_acutealla	14.566	14.566	
Rhipiscytina_brimis	258.42	258.42	
Rhoeniella_granulata	246.689	246.689	
Rhomboidea_dubia	2.752	2.752	
Rhomboidea_macroptera	2.797	2.797	
Rhyparochromus_verrillii	36.618	36.618	
Ricania_equestris	0.006	0.006	
Ricaniidae	51.102	41.975	
Ricaniites_fulgens	142.846	142.846	
Rihana_beauchampi	56.303	56.303	
Rinorectuaphis_abortiva	117.452	117.452	
Rinorectuaphis_connexa	120.266	113.64	
Rinorectuaphis_fida	119.307	119.307	
Rinorectuaphis_sejuncta	123.652	123.652	
Rinorectuaphis_verita	123.287	123.287	
Rosahendersonia_prisca	95.787	95.787	
Rovnodicus_wojciechowskii	36.475	36.475	
Saaloscytina_carmonae	234.063	230.954	
Saaloscytina_perreticulata	246.147	246.147	
Sacvoyagea_ventrosa	236.415	228.348	
Salda_exigua	36.537	36.537	
Salda_littoralis	0.071	0.071	extant
Saldidae	50.991	0.065	
Saldomortalia_hyalina	145.212	145.212	
Saldomortalia_zherichini	145.618	145.618	
Saldonabis_proteus	198.408	198.408	
Saldonia_formosa	150.936	150.936	
Saldonia_ignota	151.097	151.097	
Saldonia_insolita	149.907	148.595	
Saldonia_maculata	163.432	163.432	
Saldonia_rasnitsyni	160.467	160.467	
Saldonia_sibirica	158.207	155.288	
Saldula	2.08	0.105	
Saldula_saltatoria	0.081	0.081	extant
Saltissus_eskovi	124.568	116.242	
Samlandia	40.555	28.369	
Samlandia_rossi	36.956	36.956	
Sanmai_kongi	162.112	162.112	
Sanmai_mengi	165.618	165.618	
Sanmai_xuni	165.77	165.77	
Sarbaloptera_sarbalensis	278.222	270.057	
Sarbaloscytina_angustipennis	277.62	277.62	
Sarbaloscytina_minuta	271.475	271.475	
Saucrolus_silvai	116.479	114.866	
Sbenaphis_quesneli	30.625	30.625	
Scaphocoris_notatus	158.492	158.492	
Scarabaeides_deperditus	149.901	145.855	
Scarites_femoratus	116.585	116.585	
Schizaphis_cnecopsis	35.919	35.919	
Schizoneurites	3.288	3.288	
Schizoneurites_brevirostris	35.028	35.028	
Schizoneurites_electri	35.828	35.828	
Schizoneurites_fossilis	35.716	35.349	
Schizoneurites_lindrothi	34.517	34.517	
Schizoneurites_obliquus	36.015	36.015	
Schizoneurites_polykrypta	37.974	36.069	
Schizoneurites_robustus	37.81	35.614	
Schizoneurites_similis	36.946	36.946	
Schizoneurites_zherichini	37.484	37.484	
Schizoptera_dominicana	16.423	16.423	
Schizoptera_hispaniolae	14.004	14.004	
Schizopteryx_lacustris	121.266	119.948	
Schizopteryx_shandongensis	122.013	113.702	
Scolopostethus_statzi	25.516	25.516	
Scolypopites_bryani	48.304	48.304	
Scoparidea_nebulosa	49.97	49.97	
Scopiprosbole_caespis	255.45	255.45	
Scutellerinae	27.142	22.183	
Scutellifer_karatavicus	163.657	163.657	
Scylacocoris_furcatus	142.195	142.195	
Scytachile_emeljanovi	232.613	232.113	
Scytinoptera	271.389	269.637	
Scytinoptera_cubitalis	271.121	270.05	
Scytinoptera_curta	269.995	269.995	
Scytinoptera_distorta	228.46	228.46	
Scytinoptera_kaltanica	271.366	268.81	
Scytinoptera_kokeni	271.981	269.401	
Scytinoptera_kondomensis	271.76	271.042	
Scytinoptera_maculata	268.953	268.953	
Scytinoptera_maculatoides	270.094	269.486	
Scytinoptera_mexicana	264.33	264.33	
Scytinoptera_nigrimaculata	271.778	271.778	
Scytinoptera_obliquoovata	272.139	268.853	
Scytinoptera_picturata	270.83	269.494	
Scytinoptera_reducta	271.91	268.862	
Scytinoptera_sibirica	278.86	270.732	
Scytinoptera_signata	270.545	270.545	
Scytinoptera_surijokovica	268.377	268.377	
Scytinoptera_tomiensis	270.023	270.023	
Scytinopteridae	255.897	218.209	
Scytinopterinae	272.17	272.17	
Scytocixius	254.392	254.392	
Scytocixius_mendax	260.033	260.033	
Scytoneura	271.901	271.901	
Scytoneura_elliptica	271.89	268.898	
Scytoneura_vitripenna	269.157	269.157	
Scytoneurella	274.013	274.013	
Scytoneurella_major	278.54	278.54	
Scytoneurella_minor	273.15	273.15	
Scytophara_extensa	262.404	262.404	
Secusellinaphis_khotontensis	124.247	124.247	
Sehirus_carpathiensis	18.931	18.931	
Sehirus_lygaeus	23.677	23.677	
Sehirus_paludosus	25.697	25.697	
Sehirus_spinitibialis	23.218	23.218	
Sepiaphis_versa	124.364	124.364	
Serafinana_perperunae	36.841	36.841	
Serafinus_acutipterus	35.427	34.327	
Serpentivena_tigrina	236.95	236.95	
Shaandongia_longxianensis	238.884	238.884	
Shaanxiarcta_perrara	127.091	127.091	
Shaanxioscarta_juxta	240.958	240.958	
Shanwangicoris_longa	14.67	14.67	
Shapashe_aithiopa	127.186	127.186	
Shaposhnikovia_electri	85.028	85.028	
Shartegocimex_distans	149.053	149.053	
Shartegocimex_rasnitsyni	152.025	152.025	
Shartegocorpus_paranotalis	149.392	149.392	
Shartegonaucoris_weitingae	151.869	151.869	
Shelopuga_similis	132.551	132.551	
Shelopuga_sinitsae	150.284	145.073	
Shurabella_lepyroniopsis	185.373	182.807	
Shurabocossus_gigas	185.452	185.452	
Shuraboprosbole_daohugouensis	165.339	165.339	
Shuraboprosbole_media	164.619	163.123	
Shuraboprosbole_minuta	161.815	161.815	
Shuraboprosbole_plachutai	187.162	187.162	
Shuraboprosbole_rotruda	194.15	194.15	
Shuragobia_altaica	167.179	167.179	
Shuragobia_frater	168.336	168.336	
Shurania_sibirica	190.409	190.409	
Siculicorixa_estria	93.481	93.481	
Sigara_(Arctocorisa)_horvathi	0.087	0.087	
Sigara_(Callicorixa)_producta	0.048	0.048	extant
Sigarella_tenuis	121.647	121.647	
Sigaretta_florissantella	35.735	35.735	
Siksteliana_popovi	234.088	234.088	
Silvaphis_eocenica	53.998	53.998	
Similidrepan_pulawskii	14.446	14.446	
Simulaphis_shaposhnikovi	252.277	252.277	
Sinalda_applanata	36.663	36.663	
Sinaldocader_drakei	123.679	123.679	
Sinaldocader_ponomarenkoi	122.586	122.586	
Sinaldocader_rasnitsyni	91.744	91.744	
Sinanabis_brevipes	161.679	161.679	
Sinaphidum_epichare	121.4	121.4	
Sinisbole_juvenis	212.577	212.577	
Sinoala_parallelivena	159.962	159.962	
Sinobelostoma_liui	129.739	129.739	
Sinocercopis	132.698	132.698	
Sinocercopis_liaoyuanensis	123.789	123.789	
Sinocicadia_shandongensis	116.885	116.885	
Sinocoris_oblonga	163.958	163.958	
Sinocoris_ovata	158.91	158.91	
Sinojassus_brevispinatus	119.952	119.952	
Sinojuraphis_ningchengensis	165.925	165.925	
Sinopachymeridium_popovi	159.018	159.018	
Sinopalaeocossus_amoenus	164.422	164.422	
Sinopalaeocossus_eumorphus	160.624	160.624	
Sinopalaeocossus_fangi	164.624	158.616	
Sinopalaeocossus_laevis	165.254	163.772	
Sinopalaeocossus_longicaulis	164.322	164.322	
Sinopalaeocossus_scabratus	165.037	165.037	
Sinopalaeocossus_trinervus	157.561	157.561	
Sinophora_miocaenica	11.833	11.833	
Sinopsocus_oligovenus	161.946	161.946	
Sinovelia_mega	129.019	129.019	
Sinovelia_popovi	129.365	129.365	
Sinoviparosiphum_lini	128.986	128.986	
Siphonophoroides	52.043	52.043	
Siphonophoroides_antiqua	48.603	34.185	
Siphonophoroides_breineri	54.522	48.651	
Siphonophoroides_burholti	53.206	53.206	
Siphonophoroides_gillettei	33.93	33.93	
Siphonophoroides_lassa	36.82	36.296	
Siphonophoroides_madseni	48.145	48.145	
Siphonophoroides_magnalata	49.014	49.014	
Siphonophoroides_orapaensis	93.679	93.679	
Siphonophoroides_pennatus	37.064	34.586	
Siphonophoroides_simplex	36.635	33.92	
Sisyrocoris_rudis	182.896	182.896	
Sitechka_perforata	235.339	235.272	
Skalskiana_malakiae	34.514	34.514	
Snotra_christelae	35.652	35.652	
Sojanoneura	271.917	268.996	
Sojanoneura_bimaculata	271.645	269.169	
Sojanoneura_dubiosa	270.708	269.992	
Sojanoneura_edemskii	271.65	269.109	
Sojanoneura_elytrata	272.051	269.557	
Sojanoneura_furcatula	272.16	270.927	
Sojanoneura_innominata	271.991	271.991	
Sojanoneura_kazanensis	272.104	270.094	
Sojanoneura_marginata	271.196	271.196	
Sojanoneura_proxima	272.237	269.435	
Sojanoneura_signata	270.519	270.519	
Sojanoneura_tincta	271.893	270.393	
Sojanoneura_triangularis	270.122	269.061	
Sojanoneura_zekkeliana	271.528	271.528	
Sojanopsylla_brevipennis	270.963	270.963	
Sojanopsylla_kaltanica	271.83	269.866	
Sojanoscytina_difficilis	271.801	270.827	
Sojanoscytina_grandis	269.816	268.992	
Sojanoscytina_ivagorae	272.167	272.167	
Sojanoscytina_minor	271.285	270.932	
Sojanoscytina_ramosa	269.827	269.827	
Solicoccus_nascimbenei	92.998	92.998	
Somatocoris_conservatus	182.243	182.243	
Sondalia_kovalevi	121.728	121.728	
Spartocerus_insignis	11.723	11.723	
Spartocerus_maculatus	12.241	12.241	
Sphaerodema_microcephalum	15.885	15.517	
Sphaerodemopsis_jurassica	149.345	145.514	
Sphongophoriella_reticulata	200.624	200.624	
Spinitingis_ellenbergeri	96.329	96.329	
Spinus_yumenense	119.951	119.951	
Stalisyne_lutetiorum	52.597	52.597	
Stalisyne_veromanduiorum	52.728	52.728	
Stanleyana_pulchra	253.608	253.608	
Stannis_baratheon	144.406	140.289	
Stareono_mirabilis	37.382	37.382	
Steingelia_cretacea	91.109	91.109	
Stellularis_aphthosa	129.592	129.592	
Stellularis_longirostris	129.84	128.406	
Stellularis_macula	129.736	129.736	
Stenecphora_punctulata	50.5	50.5	
Stenoglyphis_kimblensis	252.379	252.379	
Stenohebrus_glaesarius	21.829	21.829	
Stenolocris_venosa	51.646	51.646	
Stenopamera_subterrea	35.745	35.745	
Stenopamera_tenebrosa	34.228	34.228	
Stenopelta_punctulata	49.26	48.177	
Stenoscytina_australiensis	253.296	253.296	
Stenotegmocicada_triclades	253.415	253.415	
Stenovelia_nigra	34.109	34.109	
Stenovicia_angustata	253.332	253.332	
Stenoviciidae	262.624	262.624	
Stephanitis_rozanovi	17.78	17.78	
Sternaphis_electricola	35.873	34.198	
Sternocoris_obscurus	118.702	118.702	
Stictopleurus_breviantennus	14.272	14.272	
Stigmocercopis_parvis	169.386	169.386	
Stiphroschema_longealatum	182.807	182.807	
Stollia_rubibrunneus	14.528	14.528	
Stomaphis_eupetes	14.519	11.787	
Stomatomiris_funebris	18.316	18.316	
Strongylocephalus_agrestis	0.05	0.05	extant
Stygeonepa_foersteri	150.622	149.364	
Stygeonepinae	134.853	134.853	
Subaphidulum_gobicum	148.647	148.647	
Subaphidulum_ponomarenkoi	152.098	152.098	
Succaphis_holgeri	36.154	35.246	
Succinaphis_flauensgaardi	36.543	36.543	
Succineogerris_larssoni	34.367	34.367	
Succineogerris_nilsi	35.638	35.638	
Sucinikermes_kulickae	35.805	35.805	
Sulcalydus_kalabisi	24.986	24.986	
Sulciana_macroconi	19.759	19.759	
Suljuktaja_turkestanensis	212.81	183.627	
Suljuktocossus_chifengensis	158.53	158.53	
Suljuktocossus_coloratus	160.016	160.016	
Suljuktocossus_prosboloides	186.073	186.073	
Suljuktocossus_yinae	164.705	164.705	
Sunaphis_laiyangensis	116.688	116.688	
Sunaphis_shandongensis	124.999	124.999	
Sunoscytinopteris_lushangfenensis	119.629	119.629	
Sunotettigarcta_hebeiensis	159.765	159.765	
Sunotettigarcta_hirsuta	159.494	159.494	
Sunotettigarcta_kudryashevae	160.737	160.737	
Surijokocixius_tomiensis	267.619	267.619	
Surijokovia_lata	267.593	267.593	
Suspectocoris_grandis	3.231	3.231	
Synapocossus_sciacchitanoae	164.921	157.883	
Syromastes_affinis	11.887	11.887	
Syromastes_buchii	12.083	12.083	
Syromastes_coloratus	12.255	12.107	
Syromastes_punctiventris	27.987	27.987	
Syromastes_seyfriedi	12.49	12.49	
Szelegiewiczia_maculata	120.732	120.732	
Tagalodes_inermis	35.466	35.466	
Taimyrocoris_sukatshevae	84.486	84.486	
Tainarys_reposta	18.929	15.595	
Tainosia_quisqueyae	19.706	19.706	
Tajmyraphis_beckermigdisovae	86.286	86.286	
Tajmyraphis_zherichini	86.132	86.132	
Tajmyrella_cretacea	85.4	85.4	
Takshania_implicata	125.211	114.134	
Takshania_modesta	124.315	124.315	
Takshania_transversalis	123.627	123.627	
Talaya_batraba	127.362	127.362	
Tanaia_burmitica	93.753	93.753	
Tarsabedus_menkei	195.722	195.722	
Tarsonecta_mecopoda	12.473	12.473	
Tartaraphis_peregrina	122.031	122.031	
Taubarixa_macrocelata	25.943	25.943	
Taubocicadellina_breviptera	27.942	27.942	
Tauborixella_santosae	26.708	25.501	
Tauborixiellopsis_breviclavata	27.9	27.9	
Tectocoris_angustilobatus	55.576	49.168	
Teleocoris_pothetias	34.736	34.736	
Teleocydnus_auriculatus	59.144	59.144	
Teleocydnus_transitorius	48.082	48.082	
Teleoschistus_antiquus	24.038	24.038	
Teleoschistus_multinervosus	54.486	54.486	
Teleoschistus_placatus	37.106	37.106	
Teleoschistus_rigoratus	35.165	34.644	
Telmatrechus_defunctus	49.653	49.653	
Telmatrechus_parallelus	50.474	50.474	
Telmatrechus_stali	48.707	48.707	
Temnostethus_blandus	26.823	26.823	
Tennentsia_evansi	242.976	242.976	
Tennentsia_princeps	227.152	218.059	
Tennentsia_protuberans	235.778	235.162	
Tenor_speluncae	34.469	34.469	
Termitaradus_avitinquilinus	20.059	20.059	
Termitaradus_dominicanus	19.634	19.634	
Termitaradus_mitnicki	19.536	19.536	
Termitaradus_protera	18.578	18.578	
Terpnosia_vacua	7.679	7.679	extant
Tertiaphis_haentzscheli	36.261	34.202	
Tesseratomoides_maximus	3.446	3.446	
Tetrafulgoria_paeneparallelum	182.406	182.406	
Tetrafulgoria_parallelogramma	182.022	182.022	
Tetraneurites_provincialis	24.412	23.111	
Tettagalma_striata	117.617	117.617	
Tettigarctidae	45.477	45.477	
Tettigometra_debilis	12.411	12.411	
Tettigonia_antiqua	12.403	12.403	
Tettigonia_maculata	23.64	23.64	
Tettigonia_morio	12.65	12.65	
Tettigonia_obtecta	49.85	49.85	
Tettigonia_priscomarginata	46.884	46.884	
Tettigonia_priscotincta	35.87	35.87	
Tettigonia_priscovariegata	48.331	48.331	
Tettigoniella_capitata	26.715	26.715	
Tettigoniella_chazei	58.743	58.743	
Tetyra_hassii	12.145	12.145	
Thamnotettix	26.273	26.273	
Thamnotettix_ampliventris	25.836	25.836	
Thamnotettix_angustipennis	25.73	25.73	
Thamnotettix_anthracinus	27.839	27.839	
Thamnotettix_clypealis	23.57	23.57	
Thamnotettix_eocenicus	46.77	46.209	
Thamnotettix_fundi	34.479	34.479	
Thamnotettix_gannetti	49.76	49.76	
Thamnotettix_gracilentus	26.183	26.183	
Thamnotettix_mutilata	46.721	46.721	
Thamnotettix_packardi	52.867	46.667	
Thamnotettix_ustus	23.968	23.968	
Thaumastocladius_simplex	47.613	47.613	
Thaumastotingis_areolatus	34.708	34.145	
Thionia_douglundbergi	17.889	17.889	
Thlibomenus_limosus	35.008	35.008	
Thlibomenus_macer	35.402	35.402	
Thlibomenus_parvus	36.267	36.267	
Thlibomenus_perennatus	36.571	36.571	
Thlibomenus_petreus	34.442	34.442	
Thlimmoschistus_gravidatus	34.82	34.82	
Thnetoschistus_revulsus	34.197	34.197	
Tianyuprosbole_zhengi	163.947	163.947	
Tibicen_japonicus	6.431	6.431	extant
Tibicina_gigantea	8.064	8.064	
Tibicina_haematodes	3.026	3.026	extant
Tinaphis_laticubitus	120.32	120.32	
Tinaphis_sibirica	167.024	167.024	
Tingicader	36.979	36.979	
Tingicader_cervus	37.896	37.896	
Tingidae	2.255	2.255	
Tinginae	37.476	37.476	
Tingiopsis_reticulata	236.698	232.497	
Tingis_florissantensis	36.034	36.034	
Tingis_obscura	12.006	12.006	
Tipuloidea_rhaetica	229.027	229.027	
Tiromerus_tabifluus	37.018	37.018	
Tiromerus_torpefactus	37.035	37.035	
Tiroschistus_indurescens	35.544	35.544	
Titanocercopis_borealis	164.832	164.832	
Toarcopsyllidium_ernsti	182.741	182.741	
Tomiopsyllidium_iljinskiense	265.738	265.738	
Tomioscarta_surijokovensis	268.786	267.215	
Tonacatecutlius_gibsoni	22.524	22.524	
Torrirostratus_pilosus	129.192	122.55	
Trachaphis_guchengziensis	53.616	53.616	
Trachycoris_abbreviatus	182.229	182.229	
Transbaikalis_furcata	123.881	116.232	
Trapezonotus_exterminatus	35.216	35.216	
Trapezonotus_riguus	27.937	27.937	
Trapezonotus_striatus	25.937	25.937	
Trapezonotus_stygialis	35.586	35.586	
Tremembaetalion_minutum	24.674	24.674	
Tremembellina_microcelata	24.673	24.673	
Triassoaphis_cubitus	214.318	214.318	
Triassocixius_australicus	224.538	224.538	
Triassocoris	225.001	225.001	
Triassocoris_grandis	212.835	212.835	
Triassocoris_myersi	225.88	225.88	
Triassocoris_ovalis	227.824	227.824	
Triassocoris_scutulum	223.904	223.904	
Triassocotis_amplicata	225.387	225.387	
Triassocotis_australis	220.418	220.418	
Triassocotis_stricta	224.848	224.848	
Triassodoecus_chinai	243.672	243.672	
Triassogereon_distinctum	234.598	234.598	
Triassojassus_proavitus	218.15	218.15	
Triassopsylla_plecioides	242.572	242.572	
Triassoscelis_anomala	216.182	216.182	
Triassoscytina_incompleta	210.244	210.244	
Triassoscytinopsis_aberrans	210.008	210.008	
Triassoscytinopsis_paranotalis	243.6	243.6	
Triassoscytinopsis_stenulata	211.74	211.74	
Triassothea_analis	226.161	214.76	
Tricrosbia_minuta	220.788	220.788	
Trifidella_perfecta	227.897	220.093	
Trioacantha_indocilia	19.89	19.89	
Trioza	15.672	15.672	
Trioza_centranthi	15.495	15.495	extant
Trioza_cinnamomi	12.815	12.815	extant
Trioza_interposita	15.507	15.507	
Trioza_magnisetosa	12.908	12.908	extant
Trioza_salicivora	14.704	12.014	extant
Trioza_similis	11.962	11.962	
Trioza_striola	14.403	12.543	extant
Trioza_subproximata	15.578	15.578	
Tripsyllidium_wadei	253.98	253.98	
Triscytina_rotundata	222.029	222.029	
Trisegmentatus_onymus	13.349	13.349	
Tritophania_patruelis	35.571	35.571	
Tropiduchidae	37.43	37.43	
Trulaxia_primula	24.77	24.77	
Tsagaanaphis_kinga	123.533	123.533	
Tsaganema_oshanini	124.57	124.57	
Tschirnhausia_sambiensis	37.655	37.655	
Tshekardaella_tshekardaensis	275.684	275.684	
Turgaiella_pomerantsevae	166.319	166.319	
Turonicoccus_beardsleyi	92.36	92.36	
Turonicoccus_grimaldii	93.008	93.008	
Turutanovia	120.6	120.6	
Turutanovia_karatavica	164.994	164.994	
Tuthillia_danielburckhardti	19.661	19.661	
Tychticola_longipenna	255.853	255.853	
Tychticoloides_belmontensis	252.418	252.418	
Tychtoscarta_sokolvensis	259.45	259.45	
Tychtoscytina_kusnezkiensis	252.26	252.26	
Tymocicada_gorbunovi	14.003	14.003	
Typhlocyba_encaustica	37.32	37.32	
Typhlocyba_resinosa	35.056	35.056	
Typhlocybinae	34.718	34.718	
Tyrion_cersei	141.062	141.062	
Tyrion_lannister	142.776	142.776	
Tytthophysa_sylwiae	36.621	36.621	
Ulanocoris	128.202	128.202	
Ulanocoris_femoralis	127.174	127.174	
Ulanocoris_grandis	126.841	126.841	
Unicohormaphis_sorini	36.783	36.783	
Unioaphis_venusta	114.853	114.479	
Uraloscytina_kaltanica	268.935	268.935	
Uraloscytina_multinervosa	273.726	273.726	
Urochela	13.656	13.656	
Urochela_falsirubra	15.847	15.847	
Urochela_maculosa	15.068	15.068	
Urochela_melaina	13.039	13.039	
Urochela_nigilimbosa	12.455	12.455	
Urochela_palilionacea	11.852	11.852	
Urochela_pardalina	12.91	12.91	
Valdicossus_chesteri	130.353	130.353	
Valdiscytina_jarzembowskii	134.751	134.751	
Valdiscytina_picta	131.381	131.381	
Valvifulgoria_pingkuiensis	168.589	168.589	
Valvifulgoria_tiantungensis	169.188	169.188	
Veliidae	145.948	118.479	
Velocipedinae	151.479	151.479	
Velocorixa_ponomarenkoi	123.858	113.34	
Velocorixinae	129.707	129.707	
Venacorixa_xiangzhongensis	178.036	173.478	
Venicoris_solaris	127.44	125.957	
Venustsalda_locella	128.598	128.598	
Vescisalignus_indecorus	127.946	125.457	
Vetanthocoridae	148.108	148.108	
Vetanthocoris_decorus	129.525	129.525	
Vetanthocoris_longispicus	126.211	122.999	
Vetellinaphis_cracens	124.222	124.222	
Vetellinaphis_longalata	124.373	124.373	
Vianagramma_goldmani	92.359	92.359	
Vianathauma_pericarti	93.54	93.54	
Vietocycla	151.751	128.245	
Vietocycla_peregrina	119.435	113.097	
Viriosinervis_stolidus	163.757	163.757	
Vitimaphis_rasnitsyni	123.52	120.41	
Vulcanicorixa_dorylis	122.63	122.63	
Vulcanoia	121.731	121.731	
Vulcanoia_acuceps	117.367	117.367	
Vulcanoia_apicalis	113.144	113.144	
Vulcanoia_membrosa	117.568	117.568	
Waghilde_baltica	36.517	36.517	
Wathondara_kotejai	96.342	96.342	
Wedelphus_dichopteroides	47.97	47.97	
Weichangicoris_daobaliangensis	157.712	157.712	
Weitschatiella_elenae	37.209	37.209	
Weitschatus	37.847	34.338	
Weitschatus_stigmatus	36.304	34.175	
Weitschatus_vysniauskasi	37.102	37.102	
Weiwoboa_meridiana	49.189	49.189	
Willershausenia_strausi	3.255	3.255	
Williamsicoccus_megalops	128.214	128.214	
Wojciechaphis_andrei	37.021	35.309	
Woottonia_phalerata	212.316	212.316	
Worskaito_stenexi	36.189	36.189	
Xenoaphis_viticulata	124.356	124.356	
Xestocephalites_balticus	34.562	34.562	
Xiphos_vani	129.999	129.999	
Xylococcus_grabenhorsti	37.651	35.63	
Xylococcus_kutscheri	35.561	35.561	
Xyloesteles_kerneggeriorum	33.949	33.949	
Xyloesteles_parvulus	34.136	34.136	
Yamis_libanotos	129.022	129.022	
Yanbianella_simplex	119.189	119.189	
Yanducixius_pardalinus	118.212	118.212	
Yanducixius_yihi	118.186	118.186	
Yanliaocorixa_chinensis	165.078	157.4	
Yanocossus_guoi	128.4	127.381	
Yezoterpnosia_nigricosta	0.656	0.656	extant
Youngeewa_bicolorata	33.936	33.936	
Yueaphis_fushunensis	53.662	53.662	
Yurigocimex_popovi	230.039	230.039	
Yuripopoverus_africanus	0.01	0.01	
Yuripopovia_vectense	123.358	123.358	
Yuripopovia_wootoni	133.807	133.807	
Yuripopovina_magnifica	127.38	127.38	
Zymus_succinicola	35.016	35.016	
